tree_num,width_estimate
1,0.07879368793873899
2,0.09034836680708083
3,0.131797180064566
4,0.08468995508589745
5,0.0704565610061992
6,0.07343871389660943
7,0.07608700084458637
8,0.07950844445264146
9,0.07727090252428145
10,0.07853864226422426
11,0.06950833528053897
12,0.10258762235490328
13,0.08078586870689612
14,0.057736936777042225
15,0.07973020336135993
16,0.07817494266340409
17,0.06656095080586616
18,0.07566985309610831
19,0.06684020131452524
20,0.06834787596235635
21,0.11481896117835981
22,0.0743783942790583
23,0.07707955404438149
24,0.07460642267377038
25,0.05683433387975517
26,0.06569308181821788
27,0.059340912060718565
28,0.06821280044843472
29,0.06292767570575564
30,0.08017237850619337
31,0.09806473019529476
32,0.07395368267325873
33,0.05912645008273785
34,0.07676168170357014
35,0.0714208116001977
36,0.07076451557915739
37,0.06619129782934094
38,0.061468993649332226
39,0.06902401832890757
40,0.06425326097901575
41,0.09743643508515425
42,0.061177663516410345
43,0.06767630229548548
44,0.07037816535052441
45,0.06046412681520318
46,0.051623476271085635
47,0.06662318044604197
48,0.06903107540539877
49,0.06427079331559858
50,0.08127192273260456
51,0.06427440897634237
52,0.04766138355858165
53,0.10075247368179348
54,0.07323271145841585
55,0.06711200917532575
56,0.07119409144635812
57,0.07187362363641296
58,0.06894259128692289
59,0.07159016311015402
60,0.07018515459857658
61,0.09087331658650402
62,0.068092580604247
63,0.04895664087188575
64,0.06004584702943501
65,0.11378631616660195
66,0.06547258230371306
67,0.07530992467145092
68,0.07137403273007412
69,0.07606673943000455
71,0.0716812432803647
72,0.08957248685308301
73,0.07662161185960945
74,0.07225766699128819
75,0.07249331729755708
76,0.057600931191253604
77,0.09292133594718988
78,0.08259361838329442
79,0.07314735292687262
80,0.058017461902042766
81,0.05045593323480446
82,0.07367548766117187
83,0.06719739473908866
84,0.11641382242484564
85,0.06492468399747858
86,0.08540739406542448
89,0.0729828973370579
90,0.051317550637629925
91,0.060074023652509086
92,0.11655200678641871
93,0.02563552133009055
94,0.07925067104515855
95,0.06807123721617307
96,0.05392443407527081
97,0.09406614927496837
98,0.06350789985437569
99,0.06940172358348125
100,0.08392564345622074
101,0.04154644851414898
102,0.09706198949735677
103,0.09701032832973912
104,0.05719908544064837
105,0.0729309301434131
106,0.07310731353241226
107,0.036803866903199076
108,0.057452029848653566
109,0.06790639129382031
110,0.0715816953901995
111,0.07580823562105057
112,0.07463250057513432
113,0.09522172805554373
114,0.06471633988602676
115,0.07657242253478411
116,0.05726778191860338
117,0.06913462899937842
118,0.06362866956340027
119,0.07717690524347356
120,0.06874942203703209
121,0.06495914906430524
123,0.06138580858069527
124,0.0308606834745585
125,0.06441933117187937
126,0.09744085353878064
127,0.06784500452451803
128,0.0727111536630234
129,0.06770367699425456
130,0.07230015981186881
131,0.06418226901420397
132,0.06409222765362546
133,0.07141185995044128
134,0.05985159777394374
135,0.07645650676390814
136,0.06790669139819515
137,0.10491835867631157
138,0.07044753007821859
139,0.06550709268253775
140,0.06307117729509008
141,0.06794297848360598
142,0.0279850333034657
143,0.0710559138541536
144,0.06331868687973889
145,0.02985215115084737
146,0.07260738473330457
147,0.07629571042421673
148,0.033520934503396216
149,0.060737487075426665
150,0.09244911142904186
151,0.07933146297458406
152,0.07421680794779738
153,0.05888084780103512
154,0.07073146842945077
155,0.06626381560588483
156,0.06602594817733898
157,0.07235758200682253
158,0.03517047918501422
159,0.06802300205931057
160,0.07099020405940712
161,0.06622470431307546
162,0.10613536956931341
163,0.05977790690277782
164,0.04562711936998873
165,0.061137086098353464
166,0.05698420448405232
167,0.07533677731745135
168,0.06433792665979222
169,0.08100905022379888
170,0.06537561547320203
171,0.06740022897075869
172,0.0721469143499292
173,0.06866157947767386
174,0.09447685999277243
175,0.06777023668046875
176,0.07781412574477233
177,0.03225019079512411
178,0.03023031750764932
179,0.06588365636533271
180,0.11419115731254671
181,0.08391328009128632
182,0.04799479818441039
183,0.07758076647575878
185,0.07043209339685495
186,0.08449411584806663
187,0.12402484676602515
188,0.07182256441459609
189,0.06613867252535695
190,0.07733618725446503
191,0.06939055767378569
192,0.05801318724285959
193,0.0738580704342471
194,0.07704732243458207
195,0.1003990344259675
196,0.05471260577239424
197,0.0696300985864674
198,0.06394016020339273
199,0.060146500754591575
200,0.051732674107634366
201,0.06194955471644682
202,0.05959625949814814
203,0.07048400834796073
204,0.06462753347212292
205,0.05821905973165292
206,0.10506389496087949
207,0.05276147020619646
208,0.060081208297193225
209,0.06519173016233686
210,0.06291831512383045
211,0.07317495656967947
212,0.07319058056504964
213,0.054673352005554676
214,0.06821454878089887
215,0.06367953602662421
216,0.06545976234238282
217,0.11049472723459602
218,0.0515580485644071
219,0.0668974570288356
220,0.04484825753453298
221,0.05935272179537465
222,0.05941683726843891
223,0.06607604649542492
224,0.0653337621089494
225,0.06901187415156376
226,0.0704648357855535
227,0.058777406669493236
228,0.0672125368504316
229,0.09408847558909099
230,0.05256725792730018
231,0.07182647161964005
232,0.06523395538212787
233,0.07379680727524383
234,0.07746544239680934
235,0.07034118773000676
236,0.07398173108530139
237,0.046029350233814444
238,0.05944442649322638
239,0.07294703446041363
240,0.0624393775931266
241,0.09877671460822024
242,0.05107091594598753
243,0.0759613868839
244,0.07208147966699054
245,0.07137213757468001
246,0.07324393879784058
247,0.07793225026621901
248,0.06464837790062221
249,0.06501815819479508
250,0.06764528321899572
251,0.07414608108955661
252,0.10187090535600338
253,0.07686497303064185
254,0.06484863076972343
255,0.04013225099633765
256,0.06491921665011072
257,0.06549262804176129
258,0.06497749450104337
259,0.06770415489280214
260,0.05870014522906158
261,0.07982292901562085
262,0.0665578828053361
263,0.07034119699000907
264,0.11607993649158432
265,0.07168204497407787
266,0.04846346942636229
267,0.07474529192079743
268,0.06602658403210603
269,0.07198361838841948
270,0.07494050893430977
271,0.024160518664450813
272,0.0944354854458223
273,0.07551786330282582
274,0.061901241107075046
275,0.06958267151644693
276,0.07535323383937194
277,0.08481242679029478
278,0.06711063510305969
279,0.08517061897719762
280,0.09068381808134979
281,0.04932527775106974
282,0.07826043642038813
283,0.06759272272355234
284,0.07127227737807804
285,0.07680842588360072
287,0.0731798497100184
288,0.06784820906319676
289,0.06598980545712624
290,0.11211110472735356
291,0.07919518101780496
292,0.07385741024484851
293,0.07084170735559978
294,0.07024775718517058
295,0.06260280157195526
296,0.07075869366012008
297,0.05961146492973118
298,0.0617251551578832
299,0.11103798585473897
300,0.059092142254076004
301,0.05846383315456172
302,0.05129432742518743
303,0.06892152823349455
304,0.0564821766019814
305,0.057157401367762595
306,0.06718955896916813
307,0.060242201027972626
308,0.06125494901417866
309,0.08180553288590038
310,0.052097786950329475
311,0.10835762942438953
312,0.06571113761496081
313,0.06478634505045358
314,0.07495330502914696
315,0.06922920602034717
316,0.07500624365231398
317,0.0743206397296064
318,0.062219967948911006
319,0.05283237754648555
320,0.06297706727775292
321,0.0806292561693561
322,0.06598877306026191
323,0.10404291479828388
324,0.06838701330498397
325,0.07586851247183198
326,0.07147579622076569
327,0.07454887916458093
328,0.07375049301675153
329,0.06862761802325727
330,0.06924433093572922
331,0.0756076044750534
332,0.0687366579620739
333,0.11105309337314424
334,0.07053152163401383
335,0.06239670839003511
336,0.048484383164039684
337,0.07521108514087378
338,0.06263878292522498
339,0.035307541847579955
340,0.08225455716795643
341,0.06889066319493975
342,0.07592215539655914
343,0.06917952664607384
344,0.12038599264108014
345,0.08294457390707634
346,0.08449509570584221
347,0.05320070879983217
348,0.06999867499024293
349,0.12647976312991138
350,0.06963786274534907
351,0.07516476372063102
352,0.043486073417344014
353,0.06996738624227254
354,0.07099878346276409
355,0.07107478142688378
356,0.09725890091680578
357,0.07173894619684146
358,0.0727583329311998
359,0.06610839526276621
360,0.06164244305747303
362,0.06931489649656528
363,0.07293546426918503
364,0.07038450059086225
365,0.07272569624601619
366,0.10654908128060903
367,0.06586888357860006
368,0.07624696431764297
369,0.06988980676414595
370,0.07893518847597096
371,0.06777108174165859
372,0.06808151719120034
373,0.06544514281086523
374,0.06483468222927298
375,0.07254418463418497
376,0.10133104920556901
377,0.05622230843334043
378,0.06500188427407001
379,0.06853041489506227
380,0.05662080478960069
381,0.06430575290924045
382,0.06545620131736912
383,0.06599123226668664
384,0.07059949220369854
385,0.07092245997506562
386,0.07505220929907057
387,0.10660851762856227
388,0.07658466530156369
389,0.06806102363955238
390,0.07875481332244647
391,0.05979925379383279
392,0.07091676286542717
393,0.07512270649968947
